ID,都道府県,JPRA-ID,遺跡群名,遺跡名,地点地区名,文化層石器文化,Latitude,Longitude
143,埼玉県,110143,,峰岸北遺跡,,Ⅲ～Ⅴ,35.93361111,139.5547222
144,埼玉県,110144,,峰岸北遺跡,,,35.93361111,139.5547222
145,埼玉県,110145,,宮前遺跡,,,35.86361111,139.705
146,埼玉県,110146,,宮前遺跡,第22区,Ⅳ,35.86361111,139.705
147,埼玉県,110147,,宮本遺跡,,Ⅲ～Ⅴ,35.8875,139.6922222
148,埼玉県,110148,,宮本遺跡,,,35.8875,139.6922222
149,埼玉県,110149,,宮本遺跡,第２次,Ⅲ～Ⅴ,35.8875,139.6922222
150,埼玉県,110150,,水深遺跡,,Ⅲ,35.87638889,139.6936111
151,埼玉県,110151,,水深遺跡,,,35.87638889,139.6936111
152,埼玉県,110152,,水深北遺跡,,,35.87888889,139.6897222
153,埼玉県,110153,,本太三丁目遺跡,第２次,Ⅲ～Ⅶ,35.83666667,139.6466667
154,埼玉県,110154,,本太三丁目遺跡,,,35.83666667,139.6466667
155,埼玉県,110155,,本太四丁目遺跡,,Ⅲ～Ⅴ,35.8675,139.6569444
156,埼玉県,110156,,明花向遺跡,Ａ区,第Ⅳ層,35.85611111,139.695
157,埼玉県,110157,,明花向遺跡,Ａ区,第Ⅷ・Ⅸ層,35.85611111,139.695
158,埼玉県,110158,,明花向遺跡,Ｃ区,第Ⅳ層,35.85611111,139.695
159,埼玉県,110159,,水深西遺跡,,Ⅲ上層,35.875,139.69
160,埼玉県,110160,,水深西遺跡,,,35.875,139.69
161,埼玉県,110161,,中川八幡遺跡,,,35.90138889,139.6533333
162,埼玉県,110162,,中川貝塚遺跡,,Ⅲ～Ⅴ,35.90722222,139.6511111
163,埼玉県,110163,,中川貝塚遺跡,３次,第１文化層,35.90722222,139.6511111
164,埼玉県,110164,,中川貝塚遺跡,３次,第2文化層,35.90722222,139.6511111
165,埼玉県,110165,,中川貝塚遺跡,３次,第3文化層,35.90722222,139.6511111
166,埼玉県,110166,,中原後遺跡,第２次,Ⅳ～Ⅴ,35.89111111,139.6483333
167,埼玉県,110167,,中原後遺跡,第２次,Ⅴ～Ⅶ,35.89111111,139.6483333
168,埼玉県,110168,,中原後遺跡,第３次,,35.89111111,139.6483333
169,埼玉県,110169,,中尾緑島遺跡,,,35.86722222,139.6852778
170,埼玉県,110170,,中尾中丸遺跡,第２次,,35.87333333,139.6855556
171,埼玉県,110171,,中里前原遺跡,第２次Ｂ地点,,35.87277778,139.6358333
172,埼玉県,110172,,中里前原北遺跡,,,35.87444444,139.6358333
173,埼玉県,110173,,南方遺跡,第１次,,35.87555556,139.7383333
174,埼玉県,110174,,南方遺跡,,,35.87555556,139.7383333
175,埼玉県,110175,,南方遺跡,第４次,,35.87555556,139.7383333
176,埼玉県,110176,,南方遺跡,第５次,,35.87555556,139.7383333
177,埼玉県,110177,,南方西台遺跡,第１次,,35.87361111,139.7375
178,埼玉県,110178,,南方上台遺跡,第２次,,35.87361111,139.7375
179,埼玉県,110179,,二度栗山遺跡,,,35.87555556,139.6352778
180,埼玉県,110180,,西原遺跡,,,35.95111111,139.6836111
181,埼玉県,110181,,西本郷遺跡,,,35.94777778,139.6258333
182,埼玉県,110182,,西谷遺跡,,Ⅲ下層～Ⅳ,35.86666667,139.7
183,埼玉県,110183,,西大宮バイパス№１遺跡,,,35.9275,139.5916667
184,埼玉県,110184,,西大宮バイパス№２遺跡,,Ⅲ,35.92694444,139.5927778
185,埼玉県,110185,,西大宮バイパス№４遺跡,,ⅢとⅣ,35.92527778,139.5875
186,埼玉県,110186,,西大宮バイパス№５遺跡,,第１文化層　Ⅲ,35.92444444,139.5816667
187,埼玉県,110187,,西大宮バイパス№５遺跡,,第2文化層　Ⅲ～Ⅴ,35.92444444,139.5816667
188,埼玉県,110188,,西大宮バイパス№５遺跡,,第3文化層　ＡＴ以前,35.92444444,139.5816667
189,埼玉県,110189,,大古里遺跡,,Ⅲ～Ⅳ,35.88972222,139.6744444
190,埼玉県,110190,,大古里遺跡,,,35.88972222,139.6744444
191,埼玉県,110191,,大古里遺跡,,,35.88972222,139.6744444
192,埼玉県,110192,,大古里遺跡,第19地点,,35.89277778,139.6688889
193,埼玉県,110193,,大古里遺跡,第20地点,,35.88972222,139.6744444
194,埼玉県,110194,,大古里遺跡,,Ⅲ,35.88972222,139.6744444
195,埼玉県,110195,,大古里遺跡,,,35.88972222,139.6744444
196,埼玉県,110196,,大古里遺跡,第７次,,35.88972222,139.6744444
197,埼玉県,110197,,大古里遺跡,第26地点,,35.88972222,139.6744444
198,埼玉県,110198,,大北遺跡,第５次,Ⅲ～Ⅳ,35.86416667,139.6969444
199,埼玉県,110199,,大北遺跡,第６次,Ⅲ～Ⅴ,35.86416667,139.6969444
200,埼玉県,110200,,大北遺跡,,,35.86416667,139.6969444
201,埼玉県,110201,,大北遺跡,第５区,,35.86416667,139.6969444
202,埼玉県,110202,,大木戸遺跡,第１次調査区,第１文化層/Ⅳ～Ⅴ,35.92361111,139.5777778
203,埼玉県,110203,,大木戸遺跡,第１次調査区,第2文化層/Ⅳ,35.92361111,139.5777778
204,埼玉県,110204,,大木戸遺跡,第１次調査区,第3文化層/Ⅶ下部,35.92361111,139.5777778
205,埼玉県,110205,,大木戸遺跡,第１地点,包含層,35.92361111,139.5777778
206,埼玉県,110206,,大木戸遺跡,第３地点,第Ⅶ層,35.92361111,139.5777778
207,埼玉県,110207,,大木戸遺跡,第４地点,第Ⅲ層,35.92361111,139.5777778
208,埼玉県,110208,,大木戸遺跡,第８地点,第Ⅲ層,35.92361111,139.5777778
209,埼玉県,110209,,大木戸遺跡,第９地点,包含層,35.92361111,139.5777778
210,埼玉県,110210,,大木戸遺跡,第10地点,第Ⅳ層,35.92361111,139.5777778
211,埼玉県,110211,,大間木内谷遺跡,,,35.87027778,139.6969444
212,埼玉県,110212,,大間木内谷遺跡,第３区,Ⅲ～Ⅳ,35.87027778,139.6969444
213,埼玉県,110213,,大間木内谷遺跡,第21区,Ⅲ～Ⅳ,35.87027778,139.6969444
214,埼玉県,110214,,大間木内谷北遺跡,第５次,Ⅳ,35.8725,139.6925
215,埼玉県,110215,,大戸本村７号遺跡,,,35.86444444,139.6394444
216,埼玉県,110216,,大和田第一遺跡,,ローム層,35.935,139.6430556
217,埼玉県,110217,,大和田第二遺跡,,ローム層,35.93416667,139.6008333
218,埼玉県,110218,,大和田第三（坂の上）遺跡,,黒色帯直上,35.93694444,139.6425
219,埼玉県,110219,,大和田第四遺跡,,,35.93583333,139.6427778
220,埼玉県,110220,,大谷口向原東遺跡,,,35.85861111,139.6830556
221,埼玉県,110221,,大谷口向原東遺跡,第２次,Ⅲ～Ⅵ,35.85861111,139.6830556
222,埼玉県,110222,,大崎東新井遺跡,第１次,Ⅲ,35.88666667,139.7061111
223,埼玉県,110223,,大崎東新井遺跡,第２次,,35.88666667,139.7061111
224,埼玉県,110224,,大崎東新井遺跡,第３次,,35.88666667,139.7061111
225,埼玉県,110225,,大崎北久保遺跡,第１次,Ⅲ～Ⅶ,35.89138889,139.7075
226,埼玉県,110226,,大崎北久保遺跡,第１次,Ⅲ,35.89138889,139.7075
227,埼玉県,110227,,大崎北久保遺跡,第２次,Ⅲ～Ⅶ,35.89138889,139.7075
228,埼玉県,110228,,大崎松原後遺跡,,Ⅲ～Ⅶ,35.85833333,139.6888889
229,埼玉県,110229,,大崎松原後遺跡,,,35.85833333,139.6888889
230,埼玉県,110230,,大和田高明遺跡,,第１文化層　Ⅲ～Ⅳ,35.9175,139.6452778
231,埼玉県,110231,,大和田高明遺跡,,第2文化層　Ⅳ～Ⅴ,35.9175,139.6452778
232,埼玉県,110232,,大和田高明遺跡,,第３文化層　Ⅴ～Ⅶ,35.9175,139.6452778
233,埼玉県,110233,,大谷口向原遺跡,,,35.85583333,139.6802778
234,埼玉県,110234,,大谷口向原南遺跡,第２次,,35.85861111,139.6855556
235,埼玉県,110235,,指扇下戸遺跡,,Ⅴ上面,35.91111111,139.5794444
236,埼玉県,110236,,指扇下戸遺跡,,,35.91111111,139.5794444
237,埼玉県,110237,,太田窪貝塚遺跡,,Ⅲ～Ⅳ上層,35.84888889,139.6861111
238,埼玉県,110238,,太田窪貝塚遺跡,,,35.84888889,139.6861111
239,埼玉県,110239,,山崎貝塚遺跡,,,35.89,139.6661111
240,埼玉県,110240,,芝原遺跡,第２次,Ⅲ～Ⅴ,35.87916667,139.6905556
241,埼玉県,110241,,芝原遺跡,,,35.87944444,139.6905556
242,埼玉県,110242,,下加遺跡,３次,,35.91805556,139.5983333
243,埼玉県,110243,,下加遺跡,４次,Ⅳ～Ⅴ,35.91805556,139.5983333
244,埼玉県,110244,,下加遺跡,４次,,35.91805556,139.5983333
245,埼玉県,110245,,真福寺貝塚,,,35.94027778,139.7061111
246,埼玉県,110246,,真福寺中道遺跡,,Ⅴ層より下層,35.93694444,139.7055556
247,埼玉県,110247,,真福寺中道南遺跡,,,35.935,139.7063889
248,埼玉県,110248,,白幡本宿遺跡,,,35.85111111,139.6508333
249,埼玉県,110249,,白幡本宿遺跡,,,35.85111111,139.6508333
250,埼玉県,110250,,神明遺跡,,,35.89055556,139.6280556
251,埼玉県,110251,,篠山遺跡,,,35.90194444,139.6716667
252,埼玉県,110252,,白幡中学校校庭内遺跡,,,35.855,139.6438889
253,埼玉県,110253,,白鍬宮腰遺跡,,包含層,35.81916667,139.6838889
254,埼玉県,110254,,側ケ谷戸貝塚遺跡,第２次調査,,35.89305556,139.6008333
255,埼玉県,110255,,染谷遺跡,,Ⅲ～Ⅴ,35.9125,139.6838889
256,埼玉県,110256,,高井遺跡,,ローム層,35.91916667,139.6452778
257,埼玉県,110257,,徳力東北遺跡,,,35.97416667,139.7216667
258,埼玉県,110258,,土呂陣屋遺跡,Ｉ地点,Ⅲ下層～Ⅳ,35.92527778,139.6366667
259,埼玉県,110259,,土呂陣屋遺跡,Ｉ地点,,35.92527778,139.6366667
260,埼玉県,110260,,鶴巻遺跡,,Ⅲ上面,35.89194444,139.7194444
261,埼玉県,110261,,内道西遺跡,,ローム層中,35.87527778,139.6158333
262,埼玉県,110262,,裏慈恩寺東遺跡,,Ⅴ層より下層,35.98972222,139.7097222
263,埼玉県,110263,,和田北遺跡,,Ⅳ,35.87333333,139.7052778
264,埼玉県,110264,,和田北遺跡,第６区,Ⅲ,35.87333333,139.7052778
265,埼玉県,110265,,鷲山遺跡,,Ⅲ～Ⅴ,35.93083333,139.6427778
266,埼玉県,110266,,八雲貝塚,第２次調査,Ⅲ～Ⅴ,35.90805556,139.6866667
267,埼玉県,110267,,山久保遺跡,,,35.87055556,139.6225
268,埼玉県,110268,,山久保遺跡,第３次,Ⅲ下部,35.87055556,139.6225
269,埼玉県,110269,,山久保遺跡,第５次,Ⅲ～Ⅴ,35.87055556,139.6225
270,埼玉県,110270,,山久保遺跡,第５次,,35.87055556,139.6225
271,埼玉県,110271,,吉野原遺跡,,Ⅳ,35.91333333,139.6158333
272,埼玉県,110272,,善前南遺跡,,Ⅳ,35.85305556,139.6830556
273,埼玉県,110273,,陣屋１号遺跡,,,35.87111111,139.6177778
274,埼玉県,110274,,陣屋2号遺跡,,,35.87027778,139.6183333
275,埼玉県,110275,,寿能遺跡,,,35.91972222,139.6419444
276,埼玉県,110276,,上組Ⅱ遺跡,,第Ⅲ層,35.91722222,139.4225
277,埼玉県,110277,,霞ヶ関遺跡,第３次調査,,35.92555556,139.4488889
278,埼玉県,110278,,川越城遺跡,,,35.92361111,139.4897222
279,埼玉県,110279,,光山遺跡,,,35.90611111,139.3894444
280,埼玉県,110280,,宮廻館跡遺跡,第4次調査区,包含層,35.95055556,139.4252778
281,埼玉県,110281,,宮廻館跡遺跡,Ａ区,,35.95222222,139.4258333
282,埼玉県,110282,,宮廻館跡遺跡,Ｅ区,,35.95222222,139.4258333
283,埼玉県,110283,,御伊勢原遺跡,,包含層,35.92111111,139.4241667
284,埼玉県,110284,,在家遺跡,第４次,,35.95583333,139.4316667
285,埼玉県,110285,,在家遺跡,Ｂ区,,35.95583333,139.4316667
286,埼玉県,110286,,萩山遺跡,,包含層,36.11833333,139.3319444
287,埼玉県,110287,,東山遺跡,,ソフトローム,36.07861111,139.4125
288,埼玉県,110288,,本田東台遺跡,,包含層,36.10611111,139.345
289,埼玉県,110289,,籠原裏遺跡,,,36.175,139.3338889
290,埼玉県,110290,,上前原遺跡,,表採,36.12138889,139.3391667
291,埼玉県,110291,,鹿嶋遺跡,,ハードローム　Ⅵ層段階　,36.10666667,139.3616667
292,埼玉県,110292,,荒神脇遺跡,,グリッド,36.10361111,139.3675
293,埼玉県,110293,,向原遺跡,,表採,36.11361111,139.3580556
294,埼玉県,110294,,西原遺跡,,包含層,36.12277778,139.3144444
295,埼玉県,110295,,塩西遺跡,Ｄ地区,ハードローム下部,36.10305556,139.3202778
296,埼玉県,110296,,塩西遺跡,Ｃ地区,ハードローム上部,36.10305556,139.3202778
297,埼玉県,110297,,塩丸山遺跡,,表採,36.10083333,139.3225
298,埼玉県,110298,,天神遺跡,,包含層,36.11277778,139.3111111
299,埼玉県,110299,,寺内遺跡,,包含層,36.11444444,139.3152778
300,埼玉県,110300,,山神遺跡,,包含層,36.11888889,139.3152778
301,埼玉県,110301,,赤山陣屋跡,,第１文化層,35.85222222,139.7477778
302,埼玉県,110302,,赤山陣屋跡,,第２文化層,35.85222222,139.7477778
303,埼玉県,110303,,赤山陣屋跡,,,35.85222222,139.7477778
304,埼玉県,110304,,赤山陣屋跡,,,35.85222222,139.7477778
305,埼玉県,110305,,赤山陣屋跡,第10次調査,Ⅳ,35.85166667,139.7452778
306,埼玉県,110306,,新井宿下一斗蒔遺跡,,Ⅴ,35.8425,139.7375
307,埼玉県,110307,,新井宿下一斗蒔遺跡,,Ⅲ,35.8425,139.7375
308,埼玉県,110308,,源長寺前遺跡,,,35.8425,139.7438889
309,埼玉県,110309,,神戸上ノ台遺跡,,Ⅳ～Ⅴ,35.85166667,139.7247222
310,埼玉県,110310,,行衛往還通遺跡,第７次調査,Ⅲ中,35.86833333,139.7375
311,埼玉県,110311,,行衛往還通遺跡,第７次調査,Ⅳ～Ⅴ,35.86833333,139.7375
312,埼玉県,110312,,行衛往還通遺跡,第11次調査,,35.86833333,139.7375
313,埼玉県,110313,,八本木遺跡,,,35.85166667,139.7213889
314,埼玉県,110314,,東町裏遺跡,,Ⅴ上面,35.85361111,139.7386111
315,埼玉県,110315,,石神貝塚遺跡,,,35.85138889,139.7380556
316,埼玉県,110316,,石神仲道遺跡,第２次調査,,35.86277778,139.7363889
317,埼玉県,110317,,海道西遺跡,,Ⅲ～Ⅳ,35.86222222,139.7372222
318,埼玉県,110318,,叺原遺跡,,Ⅲ上部～中部,35.85472222,139.73
319,埼玉県,110319,,叺原遺跡,,Ⅲ上部～Ⅳ上部,35.85472222,139.73
320,埼玉県,110320,,叺原遺跡,,Ⅲ上部,35.85472222,139.73
321,埼玉県,110321,,木曽呂遺跡,,Ⅳ下層,35.8625,139.7191667
322,埼玉県,110322,,木曽呂遺跡,,Ⅶ,35.8625,139.7191667
323,埼玉県,110323,,木曽呂北遺跡,,Ⅲ～Ⅳ,35.86333333,139.7213889
324,埼玉県,110324,,木曽呂表遺跡,,,35.85861111,139.7197222
325,埼玉県,110325,,道合高木前遺跡,,,35.84694444,139.7225
326,埼玉県,110326,,道上遺跡,,,35.85333333,139.7397222
327,埼玉県,110327,,猿貝北遺跡,,,35.85194444,139.7530556
