ID,都道府県,JPRAID,遺跡群名,遺跡名,地点地区名,文化層石器文化,所在地,Latitude,Longitude,時期区分
37,埼玉県,110037,,不動谷遺跡,第４次,Ⅲ,さいたま市緑区中尾,35.87361111,139.6780556,1
39,埼玉県,110039,,深作原遺跡,第２次調査,Ⅲ～Ⅴ,さいたま市見沼区深作,35.95333333,139.6577778,1
40,埼玉県,110040,,深作稲荷台遺跡,第２・３次,Ⅲ～Ⅶ,さいたま市見沼区深作,35.94722222,139.665,1
41,埼玉県,110041,,玄蕃新田本田遺跡,第３次,Ⅲ～Ⅴ,さいたま市緑区玄蕃新田,35.89055556,139.7133333,1
43,埼玉県,110043,,行谷遺跡,第３次,,さいたま市緑区大字大門,35.88194444,139.7355556,1
45,埼玉県,110045,,原遺跡,,Ⅲ,さいたま市西区水判土,35.9,139.5911111,1
47,埼玉県,110047,,原山東原遺跡,第４次,Ⅴ,さいたま市緑区原山,35.87027778,139.6672222,1
48,埼玉県,110048,,東高砂遺跡,,,さいたま市浦和区東高砂町,35.85888889,139.6586111,1
55,埼玉県,110055,,氷川神社東遺跡,,第Ⅱ文化層　Ⅳ～Ⅴ,さいたま市大宮区高鼻町,35.91722222,139.6322222,1
56,埼玉県,110056,,氷川神社東遺跡,,,さいたま市大宮区高鼻町,35.91722222,139.6322222,1
57,埼玉県,110057,,日向北遺跡,第２次,,さいたま市桜区西堀,35.87666667,139.6844444,1
58,埼玉県,110058,,広ヶ谷戸稲荷越遺跡,第５次,,さいたま市緑区中尾,35.86638889,139.6836111,1
59,埼玉県,110059,,本田遺跡,南側調査区,Ⅲ～Ⅴ,さいたま市緑区大崎,35.89027778,139.7119444,1
61,埼玉県,110061,,稲荷越遺跡,第２次,Ⅲ,さいたま市南区広ケ谷戸,35.86305556,139.6844444,1
62,埼玉県,110062,,井沼方馬堤遺跡,,第Ⅳ・Ⅴ層,さいたま市緑区東浦和,35.86416667,139.6955556,1
66,埼玉県,110066,,井沼方遺跡,第28次,,さいたま市緑区東浦和,35.8625,139.6975,1
69,埼玉県,110069,,高台山遺跡,,,さいたま市見沼区東大宮３丁目,35.95111111,139.6286111,1
70,埼玉県,110070,,鎌倉公園遺跡,,,さいたま市見沼区大字御蔵,35.90388889,139.6661111,1
73,埼玉県,110073,,上ノ宮遺跡,第２次,Ⅱ～Ⅲ,さいたま市桜区西堀２丁目,35.85527778,139.6344444,1
75,埼玉県,110075,,片柳下組遺跡,,,さいたま市見沼区大字中川,35.89833333,139.6563889,1
76,埼玉県,110076,,北宿遺跡,第３地点,Ⅵ,さいたま市緑区馬場１丁目、三室,35.89055556,139.6805556,1
77,埼玉県,110077,,北宿遺跡,第３地点,,さいたま市緑区馬場１丁目、三室,35.89055556,139.6805556,1
80,埼玉県,110080,,北宿遺跡,第10区,,さいたま市緑区馬場１丁目、三室,35.89055556,139.6805556,1
81,埼玉県,110081,,北宿遺跡,第９地点,,さいたま市緑区馬場１丁目、三室,35.89055556,139.6805556,1
84,埼玉県,110084,,北宿遺跡,,,さいたま市緑区馬場１丁目、三室,35.89055556,139.6805556,1
86,埼玉県,110086,,北宿遺跡,第17次,,さいたま市緑区馬場１丁目、三室,35.89055556,139.6805556,1
88,埼玉県,110088,,北宿西遺跡,,Ⅳ・Ⅴ,さいたま市緑区三室,35.88611111,139.6738889,1
89,埼玉県,110089,,北宿西遺跡,,Ⅳ上,さいたま市緑区三室,35.88611111,139.6738889,1
91,埼玉県,110091,,北宿西遺跡,,,さいたま市緑区三室,35.88611111,139.6738889,1
93,埼玉県,110093,,北宿西遺跡,第２次,Ⅲ～Ⅳ,さいたま市緑区三室,35.88611111,139.6738889,1
94,埼玉県,110094,,北宿西遺跡,第２次,,さいたま市緑区三室,35.88611111,139.6738889,1
95,埼玉県,110095,,小深作前遺跡,,,さいたま市見沼区小深作,35.9425,139.6666667,1
96,埼玉県,110096,,駒形北遺跡,,Ⅶ,さいたま市緑区中尾,35.87361111,139.6769444,1
97,埼玉県,110097,,駒形北遺跡,,Ⅲ,さいたま市緑区中尾,35.87361111,139.6769444,1
98,埼玉県,110098,,駒形北遺跡,第２次,,さいたま市緑区中尾,35.87583333,139.6827778,1
100,埼玉県,110100,,駒形南遺跡,第１・２次,,さいたま市緑区中尾,35.87194444,139.6852778,1
102,埼玉県,110102,,駒前南遺跡,,Ⅲ～Ⅳ,さいたま市緑区中尾,35.87388889,139.6808333,1
103,埼玉県,110103,,今羽丸山遺跡,,,さいたま市北区今羽町,35.95222222,139.6222222,1
105,埼玉県,110105,,椚谷遺跡,第10次,,さいたま市緑区大門,35.87861111,139.7341667,1
107,埼玉県,110107,,椚谷遺跡,第３次,,さいたま市緑区大門,35.87861111,139.7341667,1
108,埼玉県,110108,,椚谷遺跡,第５次,,さいたま市緑区大門,35.87861111,139.7341667,1
109,埼玉県,110109,,黒谷田端前遺跡,,,さいたま市岩槻区黒谷,35.92138889,139.7219444,1
110,埼玉県,110110,,真土3号遺跡,,,さいたま市中央区上峰３丁目,35.87361111,139.6202778,1
114,埼玉県,110114,,間宮宮後遺跡,,Ⅲ,さいたま市緑区間宮,35.88555556,139.7197222,1
115,埼玉県,110115,,松木遺跡,,Ⅲ～Ⅴ,さいたま市緑区三室,35.8825,139.6891667,1
116,埼玉県,110116,,松木遺跡,第７区,Ⅳ,さいたま市緑区三室,35.8825,139.6891667,1
117,埼玉県,110117,,松木遺跡,第13区,Ⅳ上面,さいたま市緑区三室,35.8825,139.6891667,1
119,埼玉県,110119,,松木遺跡,第５次　第12Ａ区,Ⅴ,さいたま市緑区三室,35.8825,139.6891667,1
120,埼玉県,110120,,松木遺跡,第５次　第12Ａ区,Ⅲ下部～Ⅳ,さいたま市緑区三室,35.8825,139.6891667,1
122,埼玉県,110122,,松木遺跡,第７次,Ⅳ～Ⅴ,さいたま市緑区三室,35.8825,139.6891667,1
123,埼玉県,110123,,松木遺跡,第９次,Ⅴ～Ⅶ,さいたま市緑区三室,35.8825,139.6891667,1
124,埼玉県,110124,,松木遺跡,第９次,Ⅳ,さいたま市緑区三室,35.8825,139.6891667,1
125,埼玉県,110125,,松木遺跡,第22区,,さいたま市緑区三室,35.8825,139.6891667,1
126,埼玉県,110126,,松木遺跡,第27Ｂ区,,さいたま市緑区三室,35.8825,139.6891667,1
127,埼玉県,110127,,松木遺跡,第20区,,さいたま市緑区三室,35.8825,139.6891667,1
128,埼玉県,110128,,御蔵台遺跡,,Ⅲ～Ⅴ,さいたま市見沼区御蔵,35.90888889,139.6616667,1
129,埼玉県,110129,,御蔵台遺跡,,,さいたま市見沼区御蔵,35.90888889,139.6616667,1
130,埼玉県,110130,,御蔵山中遺跡,２次,Ⅲ～Ⅴ,さいたま市見沼区御蔵,35.90638889,139.6641667,1
132,埼玉県,110132,,三室遺跡,,,さいたま市緑区三室,35.88361111,139.6816667,1
133,埼玉県,110133,,三室遺跡,第28区　,,さいたま市緑区三室,35.88361111,139.6816667,1
135,埼玉県,110135,,三室西宿南遺跡,第９区,Ⅲ～Ⅳ,さいたま市緑区三室,35.87944444,139.6725,1
136,埼玉県,110136,,三室西宿南遺跡,第２次,,さいたま市緑区三室,35.87944444,139.6725,1
139,埼玉県,110139,,南宿北遺跡,,,さいたま市緑区三室,35.88166667,139.6794444,1
141,埼玉県,110141,,南中丸下高井遺跡,,Ⅳ,さいたま市見沼区南中丸,35.91027778,139.6505556,1
142,埼玉県,110142,,南中野諏訪遺跡,,Ⅳ～Ⅴ,さいたま市見沼区南中野,35.90583333,139.6577778,1
143,埼玉県,110143,,峰岸北遺跡,,Ⅲ～Ⅴ,さいたま市西区峰岸　,35.93361111,139.5547222,1
144,埼玉県,110144,,峰岸北遺跡,,,さいたま市西区峰岸　,35.93361111,139.5547222,1
145,埼玉県,110145,,宮前遺跡,,,さいたま市緑区大間木,35.86361111,139.705,1
147,埼玉県,110147,,宮本遺跡,,Ⅲ～Ⅴ,さいたま市緑区宮本１丁目,35.8875,139.6922222,1
148,埼玉県,110148,,宮本遺跡,,,さいたま市緑区宮本１丁目,35.8875,139.6922222,1
149,埼玉県,110149,,宮本遺跡,第２次,Ⅲ～Ⅴ,さいたま市緑区宮本２丁目,35.8875,139.6922222,1
150,埼玉県,110150,,水深遺跡,,Ⅲ,さいたま市緑区大間木,35.87638889,139.6936111,1
152,埼玉県,110152,,水深北遺跡,,,さいたま市緑区大間木,35.87888889,139.6897222,1
153,埼玉県,110153,,本太三丁目遺跡,第２次,Ⅲ～Ⅶ,さいたま市浦和区本太３丁目,35.83666667,139.6466667,1
154,埼玉県,110154,,本太三丁目遺跡,,,さいたま市浦和区本太３丁目,35.83666667,139.6466667,1
155,埼玉県,110155,,本太四丁目遺跡,,Ⅲ～Ⅴ,さいたま市浦和区本太４丁目,35.8675,139.6569444,1
156,埼玉県,110156,,明花向遺跡,Ａ区,第Ⅳ層,さいたま市南区大谷口字明花,35.85611111,139.695,1
158,埼玉県,110158,,明花向遺跡,Ｃ区,第Ⅳ層,さいたま市南区大谷口字明花,35.85611111,139.695,1
160,埼玉県,110160,,水深西遺跡,,,さいたま市緑区大間木,35.875,139.69,1
161,埼玉県,110161,,中川八幡遺跡,,,さいたま市見沼区中川,35.90138889,139.6533333,1
162,埼玉県,110162,,中川貝塚遺跡,,Ⅲ～Ⅴ,さいたま市見沼区中川字諏訪　,35.90722222,139.6511111,1
163,埼玉県,110163,,中川貝塚遺跡,３次,第１文化層,さいたま市見沼区中川字諏訪　,35.90722222,139.6511111,1
164,埼玉県,110164,,中川貝塚遺跡,３次,第2文化層,さいたま市見沼区中川字諏訪　,35.90722222,139.6511111,1
166,埼玉県,110166,,中原後遺跡,第２次,Ⅳ～Ⅴ,さいたま市三室,35.89111111,139.6483333,1
167,埼玉県,110167,,中原後遺跡,第２次,Ⅴ～Ⅶ,さいたま市三室,35.89111111,139.6483333,1
168,埼玉県,110168,,中原後遺跡,第３次,,さいたま市三室,35.89111111,139.6483333,1
169,埼玉県,110169,,中尾緑島遺跡,,,さいたま市緑区中尾,35.86722222,139.6852778,1
173,埼玉県,110173,,南方遺跡,第１次,,さいたま市緑区大門,35.87555556,139.7383333,1
174,埼玉県,110174,,南方遺跡,,,さいたま市緑区大門,35.87555556,139.7383333,1
175,埼玉県,110175,,南方遺跡,第４次,,さいたま市緑区大門,35.87555556,139.7383333,1
177,埼玉県,110177,,南方西台遺跡,第１次,,さいたま市緑区大門,35.87361111,139.7375,1
179,埼玉県,110179,,二度栗山遺跡,,,さいたま市新中里３丁目,35.87555556,139.6352778,1
183,埼玉県,110183,,西大宮バイパス№１遺跡,,,さいたま市西区宮前町,35.9275,139.5916667,1
184,埼玉県,110184,,西大宮バイパス№２遺跡,,Ⅲ,さいたま市西区宮前町,35.92694444,139.5927778,1
185,埼玉県,110185,,西大宮バイパス№４遺跡,,ⅢとⅣ,さいたま市西区宮前町,35.92527778,139.5875,1
187,埼玉県,110187,,西大宮バイパス№５遺跡,,第2文化層　Ⅲ～Ⅴ,さいたま市西区宮前町,35.92444444,139.5816667,1
188,埼玉県,110188,,西大宮バイパス№５遺跡,,第3文化層　ＡＴ以前,さいたま市西区宮前町,35.92444444,139.5816667,1
189,埼玉県,110189,,大古里遺跡,,Ⅲ～Ⅳ,さいたま市緑区三室,35.88972222,139.6744444,1
190,埼玉県,110190,,大古里遺跡,,,さいたま市緑区三室,35.88972222,139.6744444,1
193,埼玉県,110193,,大古里遺跡,第20地点,,さいたま市緑区三室,35.88972222,139.6744444,1
194,埼玉県,110194,,大古里遺跡,,Ⅲ,さいたま市緑区三室,35.88972222,139.6744444,1
197,埼玉県,110197,,大古里遺跡,第26地点,,さいたま市緑区三室,35.88972222,139.6744444,1
199,埼玉県,110199,,大北遺跡,第６次,Ⅲ～Ⅴ,さいたま市緑区大牧,35.86416667,139.6969444,1
202,埼玉県,110202,,大木戸遺跡,第１次調査区,第１文化層/Ⅳ～Ⅴ,さいたま市西区指扇,35.92361111,139.5777778,1
203,埼玉県,110203,,大木戸遺跡,第１次調査区,第2文化層/Ⅳ,さいたま市西区指扇,35.92361111,139.5777778,1
205,埼玉県,110205,,大木戸遺跡,第１地点,包含層,さいたま市西区指扇,35.92361111,139.5777778,1
206,埼玉県,110206,,大木戸遺跡,第３地点,第Ⅶ層,さいたま市西区指扇,35.92361111,139.5777778,1
207,埼玉県,110207,,大木戸遺跡,第４地点,第Ⅲ層,さいたま市西区指扇,35.92361111,139.5777778,1
213,埼玉県,110213,,大間木内谷遺跡,第21区,Ⅲ～Ⅳ,さいたま市緑区大間木,35.87027778,139.6969444,1
217,埼玉県,110217,,大和田第二遺跡,,ローム層,さいたま市見沼区大和田町,35.93416667,139.6008333,1
218,埼玉県,110218,,大和田第三（坂の上）遺跡,,黒色帯直上,さいたま市見沼区大和田町,35.93694444,139.6425,1
220,埼玉県,110220,,大谷口向原東遺跡,,,さいたま市緑区大谷口,35.85861111,139.6830556,1
221,埼玉県,110221,,大谷口向原東遺跡,第２次,Ⅲ～Ⅵ,さいたま市緑区大谷口,35.85861111,139.6830556,1
222,埼玉県,110222,,大崎東新井遺跡,第１次,Ⅲ,さいたま市緑区大崎,35.88666667,139.7061111,1
223,埼玉県,110223,,大崎東新井遺跡,第２次,,さいたま市緑区大崎,35.88666667,139.7061111,1
225,埼玉県,110225,,大崎北久保遺跡,第１次,Ⅲ～Ⅶ,さいたま市緑区大崎,35.89138889,139.7075,1
227,埼玉県,110227,,大崎北久保遺跡,第２次,Ⅲ～Ⅶ,さいたま市緑区大崎,35.89138889,139.7075,1
228,埼玉県,110228,,大崎松原後遺跡,,Ⅲ～Ⅶ,さいたま市緑区大崎,35.85833333,139.6888889,1
231,埼玉県,110231,,大和田高明遺跡,,第2文化層　Ⅳ～Ⅴ,さいたま市見沼区大和田町,35.9175,139.6452778,1
232,埼玉県,110232,,大和田高明遺跡,,第３文化層　Ⅴ～Ⅶ,さいたま市見沼区大和田町,35.9175,139.6452778,1
234,埼玉県,110234,,大谷口向原南遺跡,第２次,,さいたま市緑区大谷口,35.85861111,139.6855556,1
235,埼玉県,110235,,指扇下戸遺跡,,Ⅴ上面,さいたま市西区指扇,35.91111111,139.5794444,1
237,埼玉県,110237,,太田窪貝塚遺跡,,Ⅲ～Ⅳ上層,さいたま市緑区太田窪,35.84888889,139.6861111,1
241,埼玉県,110241,,芝原遺跡,,,さいたま市緑区芝原１・３丁目,35.87944444,139.6905556,1
244,埼玉県,110244,,下加遺跡,４次,,さいたま市北区日進町１丁目,35.91805556,139.5983333,1
245,埼玉県,110245,,真福寺貝塚,,,さいたま市岩槻区真福寺,35.94027778,139.7061111,1
247,埼玉県,110247,,真福寺中道南遺跡,,,さいたま市岩槻区真福寺,35.935,139.7063889,1
248,埼玉県,110248,,白幡本宿遺跡,,,さいたま市南区白幡２丁目、浦和区岸町５丁目,35.85111111,139.6508333,1
249,埼玉県,110249,,白幡本宿遺跡,,,さいたま市南区白幡２丁目、浦和区岸町５丁目,35.85111111,139.6508333,1
250,埼玉県,110250,,神明遺跡,,,さいたま市中央区上落合,35.89055556,139.6280556,1
251,埼玉県,110251,,篠山遺跡,,,さいたま市見沼区御蔵,35.90194444,139.6716667,1
253,埼玉県,110253,,白鍬宮腰遺跡,,包含層,さいたま市桜区白鍬字仲道,35.81916667,139.6838889,1
254,埼玉県,110254,,側ケ谷戸貝塚遺跡,第２次調査,,さいたま市西区三橋４丁目,35.89305556,139.6008333,1
255,埼玉県,110255,,染谷遺跡,,Ⅲ～Ⅴ,さいたま市見沼区染谷,35.9125,139.6838889,1
256,埼玉県,110256,,高井遺跡,,ローム層,さいたま市見沼区大和田町１丁目,35.91916667,139.6452778,1
258,埼玉県,110258,,土呂陣屋遺跡,Ｉ地点,Ⅲ下層～Ⅳ,さいたま市北区土呂町,35.92527778,139.6366667,1
260,埼玉県,110260,,鶴巻遺跡,,Ⅲ上面,さいたま市緑区大字大門,35.89194444,139.7194444,1
263,埼玉県,110263,,和田北遺跡,,Ⅳ,さいたま市緑区東浦和６、７丁目,35.87333333,139.7052778,1
264,埼玉県,110264,,和田北遺跡,第６区,Ⅲ,さいたま市緑区東浦和６、７丁目,35.87333333,139.7052778,1
265,埼玉県,110265,,鷲山遺跡,,Ⅲ～Ⅴ,さいたま市見沼区大和田町２丁目,35.93083333,139.6427778,1
266,埼玉県,110266,,八雲貝塚,第２次調査,Ⅲ～Ⅴ,さいたま市見沼区染谷２、３丁目,35.90805556,139.6866667,1
267,埼玉県,110267,,山久保遺跡,,,さいたま市桜区山久保２丁目,35.87055556,139.6225,1
268,埼玉県,110268,,山久保遺跡,第３次,Ⅲ下部,さいたま市桜区山久保２丁目,35.87055556,139.6225,1
269,埼玉県,110269,,山久保遺跡,第５次,Ⅲ～Ⅴ,さいたま市桜区山久保２丁目,35.87055556,139.6225,1
270,埼玉県,110270,,山久保遺跡,第５次,,さいたま市桜区山久保２丁目,35.87055556,139.6225,1
271,埼玉県,110271,,吉野原遺跡,,Ⅳ,さいたま市北区吉野町２丁目,35.91333333,139.6158333,1
273,埼玉県,110273,,陣屋１号遺跡,,,さいたま市中央区上峰1丁目,35.87111111,139.6177778,1
277,埼玉県,110277,,霞ヶ関遺跡,第３次調査,,川越市上戸新町,35.92555556,139.4488889,1
278,埼玉県,110278,,川越城遺跡,,,川越市郭町,35.92361111,139.4897222,1
281,埼玉県,110281,,宮廻館跡遺跡,Ａ区,,川越市大字下広谷字天神前,35.95222222,139.4258333,1
282,埼玉県,110282,,宮廻館跡遺跡,Ｅ区,,川越市大字下広谷字天神前,35.95222222,139.4258333,1
283,埼玉県,110283,,御伊勢原遺跡,,包含層,川越市笠幡,35.92111111,139.4241667,1
284,埼玉県,110284,,在家遺跡,第４次,,川越市大字下広谷,35.95583333,139.4316667,1
286,埼玉県,110286,,萩山遺跡,,包含層,熊谷市千代字萩山南,36.11833333,139.3319444,1
287,埼玉県,110287,,東山遺跡,,ソフトローム,熊谷市船木台箕輪冑山,36.07861111,139.4125,1
288,埼玉県,110288,,本田東台遺跡,,包含層,熊谷市須賀広,36.10611111,139.345,1
291,埼玉県,110291,,鹿嶋遺跡,,ハードローム　Ⅵ層段階　,熊谷市野原字鹿嶋,36.10666667,139.3616667,1
292,埼玉県,110292,,荒神脇遺跡,,グリッド,熊谷市野原,36.10361111,139.3675,1
293,埼玉県,110293,,向原遺跡,,表採,熊谷市御正新田字向原,36.11361111,139.3580556,1
296,埼玉県,110296,,塩西遺跡,Ｃ地区,ハードローム上部,熊谷市塩字塩西,36.10305556,139.3202778,1
301,埼玉県,110301,,赤山陣屋跡,,第１文化層,川口市赤芝新田,35.85222222,139.7477778,1
302,埼玉県,110302,,赤山陣屋跡,,第２文化層,川口市赤芝新田,35.85222222,139.7477778,1
303,埼玉県,110303,,赤山陣屋跡,,,川口市赤芝新田,35.85222222,139.7477778,1
306,埼玉県,110306,,新井宿下一斗蒔遺跡,,Ⅴ,川口市大字新井宿,35.8425,139.7375,1
307,埼玉県,110307,,新井宿下一斗蒔遺跡,,Ⅲ,川口市大字新井宿,35.8425,139.7375,1
308,埼玉県,110308,,源長寺前遺跡,,,川口市大字赤山,35.8425,139.7438889,1
309,埼玉県,110309,,神戸上ノ台遺跡,,Ⅳ～Ⅴ,川口市神戸,35.85166667,139.7247222,1
313,埼玉県,110313,,八本木遺跡,,,川口市大字道合,35.85166667,139.7213889,1
314,埼玉県,110314,,東町裏遺跡,,Ⅴ上面,川口市大字石神,35.85361111,139.7386111,1
316,埼玉県,110316,,石神仲道遺跡,第２次調査,,川口市大字石神,35.86277778,139.7363889,1
317,埼玉県,110317,,海道西遺跡,,Ⅲ～Ⅳ,川口市大字石神,35.86222222,139.7372222,1
318,埼玉県,110318,,叺原遺跡,,Ⅲ上部～中部,川口市大字石神,35.85472222,139.73,1
319,埼玉県,110319,,叺原遺跡,,Ⅲ上部～Ⅳ上部,川口市大字石神,35.85472222,139.73,1
321,埼玉県,110321,,木曽呂遺跡,,Ⅳ下層,川口市木曽呂,35.8625,139.7191667,1
322,埼玉県,110322,,木曽呂遺跡,,Ⅶ,川口市木曽呂,35.8625,139.7191667,1
327,埼玉県,110327,,猿貝北遺跡,,,川口市大字安行字大元,35.85194444,139.7530556,1
330,埼玉県,110330,,天神山遺跡,,,川口市大字赤井,35.82972222,139.7511111,1
332,埼玉県,110332,,吉岡遺跡,,,川口市大字安行吉岡,35.835,139.7558333,1
335,埼玉県,110335,,畦の前遺跡,,,所沢市荒幡,35.77722222,139.4491667,1
337,埼玉県,110337,,茨山遺跡,第２次,Ⅳ上層,所沢市下新井、牛沼,35.79972222,139.4908333,1
338,埼玉県,110338,,ハケ遺跡,第２次,,所沢市上新井,35.79472222,139.4458333,1
340,埼玉県,110340,,日向遺跡,,,所沢市三ヶ島１・２丁目,35.78583333,139.405,1
342,埼玉県,110342,,海谷遺跡,,Ⅳ上層,所沢市北野・山口,35.78638889,139.4333333,1
344,埼玉県,110344,,上新井台遺跡,第１次,,所沢市上新井,35.79583333,139.4433333,1
350,埼玉県,110350,,甲館出遺跡,第１・２次,Ⅳ上層,所沢市坂之下,35.81,139.5375,1
351,埼玉県,110351,,南山遺跡,,,所沢市牛沼,35.79416667,139.4841667,1
352,埼玉県,110352,,宮林遺跡,第１次,Ⅳ上層,所沢市三ヶ島５丁目、堀之内,35.78888889,139.3975,1
353,埼玉県,110353,,宮林遺跡,,第１文化層,所沢市三ヶ島,35.78888889,139.3975,1
354,埼玉県,110354,,宮林遺跡,,第２文化層,所沢市三ヶ島,35.78888889,139.3975,1
355,埼玉県,110355,,宮前遺跡,,Ⅳ上層,所沢市小手指南４・５丁目,35.865,139.7030556,1
356,埼玉県,110356,,宮前遺跡,,Ⅳ上層,所沢市小手指南４・５丁目,35.865,139.7030556,1
357,埼玉県,110357,,宮前遺跡,,Ⅳ上層,所沢市小手指南４・５丁目,35.865,139.7030556,1
358,埼玉県,110358,,宮前遺跡,,,所沢市小手指南４・５丁目,35.865,139.7030556,1
361,埼玉県,110361,,中砂遺跡,,Ⅲ層,所沢市北野,35.80083333,139.4247222,1
363,埼玉県,110363,,西谷戸遺跡,,,所沢市勝楽寺,35.77166667,139.4094444,1
368,埼玉県,110368,,お伊勢山遺跡,台地東部,第３文化層,所沢市三ヶ島２丁目,35.78583333,139.3986111,1
369,埼玉県,110369,,お伊勢山遺跡,,包含層,所沢市三ヶ島２丁目,35.78583333,139.3986111,1
370,埼玉県,110370,,大堀山館跡,,Ⅳ下層,所沢市北秋津,35.78083333,139.4788889,1
371,埼玉県,110371,,境窪遺跡,,Ⅲ層,所沢市久米,35.78472222,139.4605556,1
372,埼玉県,110372,,白旗塚遺跡,第２次,Ⅲ下～Ⅳ層,所沢市北野,35.795,139.4211111,1
374,埼玉県,110374,,城西の上遺跡,第１次,Ⅳ上層,所沢市城,35.80333333,139.5233333,1
377,埼玉県,110377,,砂川遺跡,第４次,,所沢市三ヶ島１・３丁目,35.79638889,139.4116667,1
379,埼玉県,110379,,駿河台遺跡,,,所沢市中富,35.81694444,139.4852778,1
380,埼玉県,110380,,駿河台遺跡,第１次,,所沢市中富,35.81694444,139.4852778,1
381,埼玉県,110381,,駿河台遺跡,,,所沢市中富,35.81694444,139.4852778,1
382,埼玉県,110382,,駿河台遺跡,第１次,,所沢市中富,35.81694444,139.4852778,1
383,埼玉県,110383,,駿河台遺跡,第２次,,所沢市下富,35.82611111,139.4755556,1
384,埼玉県,110384,,高峰遺跡,,,所沢市小手指南６丁目、山口,35.78083333,139.4269444,1
385,埼玉県,110385,,武野原遺跡,,,所沢市中富南３丁目、中富,35.81444444,139.4930556,1
386,埼玉県,110386,,後内手遺跡,第１次,Ⅳ上層,所沢市三ヶ島１丁目、北野,35.7875,139.4166667,1
387,埼玉県,110387,,和田遺跡,第11次,Ⅴ～Ⅵ層,所沢市東所沢和田１丁目,35.78916667,139.5094444,1
388,埼玉県,110388,,和田遺跡,第９次,,所沢市東所沢和田１丁目,35.78916667,139.5094444,1
391,埼玉県,110391,,和田遺跡,第20次,Ⅳ下層,所沢市東所沢和田１丁目,35.78916667,139.5094444,1
393,埼玉県,110393,,山下後遺跡,第１次,Ⅲ下～Ⅳ層,所沢市西所沢１丁目、山口,35.78666667,139.4580556,1
396,埼玉県,110396,,山下後遺跡,第５次,Ⅳ上層,所沢市西所沢１丁目、山口,35.78666667,139.4580556,1
398,埼玉県,110398,,吉野遺跡,,,所沢市北野、小手指元町２・３丁目,35.79111111,139.5975,1
399,埼玉県,110399,,吉野遺跡,,,所沢市北野、小手指元町２・３丁目,35.79111111,139.5975,1
402,埼玉県,110402,,小岩井渡場遺跡,,,飯能市大字小岩井,35.86333333,139.2716667,1
403,埼玉県,110403,,中台遺跡,,,飯能市双柳,35.85888889,139.3375,1
404,埼玉県,110404,,中矢下Ａ遺跡,,,飯能市矢颪,35.84583333,139.3108333,1
405,埼玉県,110405,,屋渕遺跡,,,飯能市下加治,35.86138889,139.3363889,1
407,埼玉県,110407,,浅見山Ⅰ遺跡,,,本庄市西冨田字大久保山,36.21861111,139.1772222,1
411,埼玉県,110411,,原宿遺跡,,表採,東松山市東平,36.07416667,139.4091667,1
412,埼玉県,110412,,雷原遺跡,,表採,東松山市大谷雷原,36.08555556,139.4,1
414,埼玉県,110414,,上川入遺跡,,,東松山市下野本字久保原,36.02083333,139.4152778,1
415,埼玉県,110415,,雉子山遺跡,,包含層,東松山市石橋内青鳥,36.02916667,139.3786111,1
416,埼玉県,110416,,中山遺跡,,表採,東松山市東平,36.07111111,139.4091667,1
417,埼玉県,110417,,青鳥城跡,,包含層,東松山市石橋,36.0325,139.3780556,1
