"JASID","自治体コード","遺跡番号","ふりがな","遺跡名","所在地","経度","緯度","旧石器時代","縄文時代","弥生時代","古墳時代","奈良時代","平安時代","中世","近世","時代不明"
13111000100,13111,"1","かめづかふきん・まるこたまがわえんきたかいづか","亀塚付近・丸子多摩川園北貝塚","大田区 田園調布一丁目",139.6674392,35.58883561,0,1,0,0,0,0,0,0,0
13111000200,13111,"2","せんげんじんじゃこふん","浅間神社古墳","大田区 田園調布一丁目",139.6687695,35.58743962,0,1,1,1,0,0,0,0,0
13111000300,13111,"3","せんげんじんじゃふきんよこあなぼぐん","浅間神社付近横穴墓群","大田区 田園調布一丁目",139.6688781,35.58691091,0,0,0,1,1,0,0,0,0
13111000400,13111,"4","ほうらいこうえんないよこあなぼ","宝来公園内横穴墓","大田区 田園調布三丁目",139.6639081,35.59491805,0,0,0,1,1,0,0,0,0
13111000500,13111,"5","でんえんちょうふはにわこうぼうあと","田園調布埴輪工房址","大田区 田園調布二丁目",139.6704679,35.59703283,0,0,0,1,0,0,0,0,0
13111000600,13111,"6","しもぬまべぼじゃくだによこあなぼ","下沼部牡若谷横穴墓","大田区 田園調布二丁目",139.6685298,35.59304569,0,0,0,1,1,0,0,0,0
13111000700,13111,"7","しもぬまべいっぽんぎだによこあなぼ","下沼部一本木谷横穴墓","大田区 田園調布三丁目",139.6670555,35.59697895,0,0,0,1,1,0,0,0,0
13111000800,13111,"8","にしおか19ごうふん","西岡19号墳","大田区 田園調布五丁目",139.6587397,35.59761202,0,0,0,1,0,0,0,0,0
13111000900,13111,"9","にしおか20ごうふん","西岡20号墳","大田区 田園調布五丁目",139.6578784,35.59596871,0,0,0,1,0,0,0,0,0
13111001000,13111,"10","にしおか21ごうふん","西岡21号墳","大田区 田園調布五丁目",139.6579115,35.59571279,0,0,0,1,0,0,0,0,0
13111001100,13111,"11","にしおか22ごうふん","西岡22号墳","大田区 田園調布五丁目",139.6581103,35.59556462,0,0,0,1,0,0,0,0,0
13111001200,13111,"12","にしおか23ごうふん","西岡23号墳","大田区 田園調布五丁目",139.6582659,35.59544897,0,0,0,1,0,0,0,0,0
13111001300,13111,"13","にしおか24ごうふん","西岡24号墳","大田区 田園調布五丁目",139.6586951,35.59520469,0,0,0,1,0,0,0,0,0
13111001400,13111,"14","いっぽんまつこふん（にしおか25ごうふん）","一本松古墳(西岡25号墳）","大田区 田園調布五丁目",139.660401,35.59766486,0,0,0,1,0,0,0,0,0
13111001500,13111,"15","にしおか26ごうふん","西岡26号墳","大田区 田園調布四丁目",139.6602508,35.59732463,0,0,0,1,0,0,0,0,0
13111001600,13111,"16","にしおか27ごうふん","西岡27号墳","大田区 田園調布五丁目",139.6598109,35.596112,0,0,0,1,0,0,0,0,0
13111001700,13111,"17","にしおか28ごうふん","西岡28号墳","大田区 田園調布五丁目",139.6602231,35.59584821,0,0,0,1,0,0,0,0,0
13111001800,13111,"18","にしおか29ごうふん","西岡29号墳","大田区 田園調布五丁目",139.6593983,35.59610788,0,0,0,1,0,0,0,0,0
13111001900,13111,"19","にしおか30ごうふん","西岡30号墳","大田区 田園調布五丁目",139.6594643,35.59568898,0,0,0,1,0,0,0,0,0
13111002000,13111,"20","にしおか31ごうふん","西岡31号墳","大田区 田園調布五丁目",139.6593099,35.59519127,0,0,0,1,0,0,0,0,0
13111002100,13111,"21","にしおか32ごうふん","西岡32号墳","大田区 田園調布五丁目",139.6591834,35.59476115,0,0,0,1,0,0,0,0,0
13111002200,13111,"22","にしおか33ごうふん","西岡33号墳","大田区 田園調布四丁目",139.6606553,35.59527542,0,0,0,1,0,0,0,0,0
13111002300,13111,"23","せんげんさまこふん（にしおか34ごうふん）","浅間様古墳(西岡34号墳）","大田区 田園調布四丁目",139.6608623,35.59448064,0,0,0,1,0,0,0,0,0
13111002400,13111,"24","にしおか35ごうふん","西岡35号墳","大田区 田園調布四丁目",139.6613682,35.59369521,0,0,0,1,0,0,0,0,0
13111002500,13111,"25","かんのんづかこふん（にしおか36ごうふん）","観音塚古墳(西岡36号墳）","大田区 田園調布四丁目",139.6625296,35.59444324,0,0,0,1,0,0,0,0,0
13111002600,13111,"26","たまがわだいこふんぐん","多摩川台古墳群1～8号墳","大田区 田園調布一丁目　 田園調布四丁目",139.6653353,35.59098393,0,0,0,1,0,0,0,0,0
13111002800,13111,"28","しもぬまべきつねづか1・2ごうふん","下沼部狐塚1・2号墳","大田区 田園調布二丁目",139.6707426,35.5931476,0,0,0,1,0,0,0,0,0
13111002900,13111,"29","とうこういんうらいせき","東光院裏遺跡","大田区 田園調布本町",139.6732746,35.58384688,0,0,0,0,0,0,1,0,0
13111003000,13111,"30","いしづかこふん","石塚古墳","大田区 西嶺町",139.6774303,35.58177573,0,0,0,1,0,0,0,0,0
13111003100,13111,"31","はくさんじんじゃよこあなぼ","白山神社横穴墓","大田区 東嶺町",139.6833003,35.57892677,0,0,0,1,1,0,0,0,0
13111003200,13111,"32","ぞうみょういんないよこあなぼ","増明院内横穴墓","大田区 鵜の木一丁目",139.6870554,35.57543632,0,0,0,1,1,0,0,0,0
13111003300,13111,"33","はいづか","灰塚","大田区 千鳥町三丁目",139.6872485,35.57255659,0,0,0,0,0,0,1,0,0
13111003400,13111,"34","みなみくがはらにちょうめよこあなぼぐん","南久が原二丁目横穴墓群","大田区 南久が原二丁目",139.6849954,35.57589009,0,0,0,1,1,0,0,0,0
13111003500,13111,"35","かめのこやまこふん（にしおか46ごうふん）","亀甲山古墳（西岡46号墳）","大田区 田園調布一丁目",139.6672172,35.58937143,0,0,0,1,0,0,0,0,0
13111003600,13111,"36","にしおか47ごうふん","西岡47号墳","大田区 田園調布三丁目",139.6673245,35.5914479,0,0,0,1,0,0,0,0,0
13111003700,13111,"37","しもぬまべしおみだいよこあなぼぐん","下沼部汐見台横穴墓群","大田区 田園調布三丁目",139.6665735,35.59169219,0,0,0,1,1,0,0,0,0
13111003800,13111,"38","ほうらいさん（ほうらいづか）こふん","宝莱山（蓬莱塚）古墳","大田区 田園調布四丁目",139.6632476,35.59286127,0,0,0,1,0,0,0,0,0
13111003900,13111,"39","かみぬまべほうらいよこあなぼぐん","上沼部宝来横穴墓群","大田区 田園調布四丁目",139.6622981,35.59404778,0,0,0,1,1,0,0,0,0
13111004000,13111,"40","かみぬまべはなのよこあなぼぐん","上沼部花野横穴墓群","大田区 田園調布四丁目",139.6616543,35.59408267,0,0,0,1,1,0,0,0,0
13111004100,13111,"41","かみぬまべにいのさとよこあなぼぐん","上沼部新居里横穴墓群","大田区 田園調布四丁目",139.6619011,35.59460613,0,0,0,1,1,0,0,0,0
13111004200,13111,"42","かみぬまべふきあげほくぶよこあなぼぐん","上沼部吹上北部横穴墓群","大田区 田園調布五丁目",139.6603512,35.59931764,0,0,0,1,1,0,0,0,0
13111004300,13111,"43","かみぬまべふきあげなんぶよこあなぼぐん","上沼部吹上南部横穴墓群","大田区 田園調布五丁目",139.6582484,35.59718903,0,0,0,1,1,0,0,0,0
13111004400,13111,"44","かみぬまべ29ばんちよこあなぼ","上沼部29番地横穴墓","大田区 田園調布五丁目",139.6576046,35.59610725,0,0,0,1,1,0,0,0,0
13111004500,13111,"45","でんえんちょうふほんちょうかいづか","田園調布本町貝塚","大田区 田園調布本町",139.6761517,35.58467801,0,1,0,0,0,0,0,0,0
13111004600,13111,"46","でんえんちょうふほんちょう24ばんよこあなぼ","田園調布本町24番横穴墓","大田区 田園調布本町",139.6745531,35.58391891,0,0,0,1,1,0,0,0,0
13111004700,13111,"47","でんえんちょうふほんちょう26ばんよこあなぼ","田園調布本町26番横穴墓","大田区 田園調布本町",139.6743063,35.5827497,0,0,0,1,1,0,0,0,0
13111004800,13111,"48","しもぬまべかいづか","下沼部貝塚","大田区 田園調布本町",139.6724802,35.58533812,0,1,1,0,0,0,0,1,0
13111004900,13111,"49","ゆきがやぎょうにんづか","雪ヶ谷行人塚","大田区 東雪谷二丁目",139.6847028,35.5965309,0,0,0,0,1,1,0,0,0
13111005000,13111,"50","にしおか49ごうふん","西岡49号墳","大田区 田園調布本町",139.6709538,35.58545938,0,0,0,1,0,0,0,0,0
13111005100,13111,"51","にしおか50ごうふん","西岡50号墳","大田区 田園調布本町",139.6708465,35.58590436,0,0,0,1,0,0,0,0,0
13111005200,13111,"52","にしおか51ごうふん","西岡51号墳","大田区 田園調布本町",139.6716083,35.58488351,0,0,0,1,0,0,0,0,0
13111005300,13111,"53","にしおか52ごうふん","西岡52号墳","大田区 田園調布本町",139.6722949,35.5844996,0,0,0,1,0,0,0,0,0
13111005400,13111,"54","にしおか53ごうふん","西岡53号墳","大田区 田園調布南",139.676801,35.5810443,0,0,0,1,0,0,0,0,0
13111005500,13111,"55","にしおか54ごうふん","西岡54号墳","大田区 西嶺町",139.6781743,35.58182961,0,0,0,1,0,0,0,0,0
13111005600,13111,"56","うのきおおつかこふん","鵜木大塚古墳","大田区 雪谷大塚町",139.6771517,35.59133995,0,0,0,1,0,0,0,0,0
13111005700,13111,"57","ゆきがやかいづか","雪ヶ谷貝塚","大田区 南雪谷二丁目　 南雪谷三丁目　 南雪谷四丁目　 南雪谷五丁目",139.6844687,35.58976951,1,1,1,1,0,1,0,0,0
13111005800,13111,"58","かつかいしゅうぼしょふきんいせき","勝海舟墓所付近遺跡","大田区 南千束一丁目　 南千束二丁目",139.6920433,35.60212279,0,1,0,0,0,0,0,0,0
13111005900,13111,"59","かみいけがみいせき","上池上遺跡","大田区 中馬込三丁目　 上池台五丁目",139.7019138,35.59277077,0,1,0,0,0,0,0,0,0
13111006000,13111,"60","まごめかいづか","馬込貝塚","大田区 中馬込一丁目　 上池台五丁目",139.7035017,35.59549274,0,1,0,0,0,0,0,0,0
13111006100,13111,"61","みなみまごめいっちょうめよこあなぼぐん","南馬込一丁目横穴墓群","大田区 南馬込一丁目",139.7128043,35.59316087,0,0,0,1,1,0,0,0,0
13111006200,13111,"62","てんまんぐうふきんかいづか","天満宮付近貝塚","大田区 南馬込二丁目",139.7166881,35.58939185,0,1,0,0,0,0,0,0,0
13111006300,13111,"63","まごめいっちょうめかいづか","馬込一丁目貝塚","大田区 南馬込四丁目",139.7140918,35.58647772,0,1,0,0,0,0,0,0,0
13111006400,13111,"64","つかごしよこあなぼぐん","塚越横穴墓群","大田区 南馬込五丁目　 西馬込二丁目　 仲池上一丁目　 仲池上二丁目　 上池台五丁目",139.7028265,35.58682673,0,0,0,1,1,0,0,0,0
13111006500,13111,"65","ちょうおんじかいづか","長遠寺貝塚","大田区 南馬込五丁目　 西馬込一丁目",139.7096019,35.59124845,0,1,1,0,0,0,0,0,0
13111006600,13111,"66","かみいけがみ（こやすはちまんじんじゃうら）いせき","上池上（子安八幡神社裏）遺跡","大田区 仲池上一丁目",139.6986138,35.58900204,0,0,1,0,0,0,0,0,0
13111006700,13111,"67","おおたに・しもたにいせき","大谷・下谷遺跡","大田区 西馬込二丁目　 仲池上一丁目",139.7014033,35.58769331,1,1,0,0,0,0,0,0,0
13111006800,13111,"68","さんのういっちょうめよこあなぼぐん","山王一丁目横穴墓群","大田区 山王一丁目",139.7217452,35.59301536,0,0,0,1,1,0,0,0,0
13111006900,13111,"69","おおもりかいづか","大森貝塚","大田区 山王一丁目",139.7303283,35.59301536,0,1,0,0,0,0,0,0,0
13111006902,13111,"69-2","おおもり・さんのうかまくらかいどうしもつみちかんれんいせき","大森・山王鎌倉街道下ッ道関連遺跡","大田区 山王一丁目",139.7288048,35.59189863,0,0,0,0,0,0,1,0,0
13111007000,13111,"70","くまのじんじゃまえかいづか・あらいじゅくじょうあと","熊野神社前貝塚・新井宿城跡","大田区 山王三丁目",139.721874,35.58434285,0,0,0,0,1,1,1,0,0
13111007100,13111,"71","くまのじんじゃふきんよこあなぼぐん","熊野神社付近横穴墓群","大田区 山王三丁目",139.7208869,35.58397639,0,0,0,1,0,1,0,0,0
13111007200,13111,"72","くまのじんじゃいせき","熊野神社遺跡","大田区 山王三丁目　山王四丁目",139.7214663,35.58542479,0,0,1,0,0,0,0,0,0
13111007300,13111,"73","さんのういせき・さんのういせきないよこあなぼぐん","山王遺跡・山王遺跡内横穴墓群","大田区 山王二丁目　 山王三丁目",139.7252696,35.58752753,0,0,1,1,1,0,0,0,0
13111007400,13111,"74","きりさとまちかいづか","桐里町貝塚","大田区 池上一丁目",139.7069823,35.57945652,0,1,1,0,0,0,0,0,0
13111007500,13111,"75","ほんもんじうらいせき","本門寺裏遺跡","大田区 池上二丁目",139.7042143,35.57996262,0,0,1,0,0,0,0,0,0
13111007600,13111,"76","しょうせんかいづか","庄仙貝塚","大田区 久が原一丁目　 北嶺町",139.6882712,35.586053,0,1,0,0,0,0,0,0,0
13111007700,13111,"77","てんしようちえんふきんいせき","天使幼稚園付近遺跡","大田区 久が原四丁目",139.6936786,35.58212659,0,1,0,0,0,0,0,0,0
13111007800,13111,"78","くがはらかいづか・くがはらちょう1026ばんちかいづか","久ヶ原貝塚・久ヶ原町1026番地貝塚","大田区 久が原三丁目　 久が原四丁目",139.6912324,35.58052107,0,1,0,0,0,0,0,0,0
13111007900,13111,"79","くがはらよんちょうめよこあなぼぐん","久が原四丁目横穴墓群","大田区 久が原四丁目",139.6921765,35.5802942,0,0,0,1,1,0,0,0,0
13111008000,13111,"80","くがはらよこあなぼぐん","久ヶ原横穴墓群","大田区 久が原四丁目　 久が原五丁目　 久が原六丁目　 南久が原一丁目　 千鳥一丁目",139.6937644,35.57514582,0,0,0,1,1,0,0,0,0
13111008100,13111,"81","くがはらいせき","久ヶ原遺跡","大田区 久が原四丁目　 久が原五丁目　 久が原六丁目　 千鳥一丁目",139.6939146,35.57641986,0,0,1,1,0,0,1,0,0
13111008200,13111,"82","ゆきがやささまるおおつか","雪ヶ谷笹丸大塚","大田区 東雪谷一丁目",139.6880781,35.5987558,0,0,0,0,1,1,0,0,0
13111008300,13111,"83","すりばちやまこふん","スリバチ山古墳","大田区 久が原六丁目",139.6935284,35.57388922,0,0,0,1,0,0,0,0,0
13111008400,13111,"84","みねいせき","嶺遺跡","大田区 南久が原一丁目　 千鳥三丁目",139.6882283,35.57483168,0,0,1,0,0,0,0,0,0
13111008500,13111,"85","ちどりくぼかいづか","千鳥久保貝塚","大田区 久が原四丁目　 南久が原一丁目",139.6891725,35.57711795,0,1,0,0,0,0,0,0,0
13111008600,13111,"86","おおつかこふん","大塚古墳","大田区 千鳥一丁目",139.6916401,35.57430809,0,0,0,1,0,0,0,0,0
13111008700,13111,"87","ぞうみょういんうらかいづか","増明院裏貝塚","大田区 鵜の木一丁目",139.6829192,35.57566033,0,1,0,0,0,0,0,0,0
13111008800,13111,"88","ねぎしよこあなぼぐん","根岸横穴墓群","大田区 南久が原一丁目　 千鳥三丁目",139.6880959,35.5740285,0,0,0,1,1,0,0,0,0
13111008900,13111,"89","こうみょうじよこあなぼぐん","光明寺横穴墓群","大田区 鵜の木一丁目",139.6837453,35.57359218,0,0,0,1,1,0,0,0,0
13111009001,13111,"90-1","こうみょうじいせき","光明寺遺跡","大田区 鵜の木一丁目",139.684314,35.57385397,1,1,1,1,1,0,1,1,0
13111009002,13111,"90-2","あらづか１ごうふん","荒塚1号墳","大田区 鵜の木一丁目",139.6841959,35.57387143,0,0,0,1,0,0,0,0,0
13111009003,13111,"90-3","あらづか2ごうふん","荒塚2号墳","大田区 鵜の木一丁目",139.6839599,35.57381034,0,0,0,1,0,0,0,0,0
13111009100,13111,"91","きりがやよこあなぼぐん","桐ヶ谷横穴墓群","大田区 中央五丁目",139.7125128,35.58064849,0,0,0,1,1,0,0,0,0
13111009200,13111,"92","じゅうにてん（じゅうにてんにし）いせき","十二天（十二天西）遺跡","大田区 中央八丁目",139.7176412,35.57159067,0,0,0,0,1,1,0,0,0
13111009300,13111,"93","おなづかかいづか","女塚貝塚","大田区 西蒲田四丁目　 西蒲田五丁目",139.717035,35.56813481,0,0,1,0,1,1,0,0,0
13111009400,13111,"94","おなづかこふん","女塚古墳","大田区 西蒲田六丁目",139.712384,35.56524609,0,0,0,1,0,0,0,0,0
13111009500,13111,"95","えんとんじかいづか","円頓寺貝塚","大田区 蒲田二丁目",139.7239014,35.56501045,0,0,0,0,1,1,0,0,0
13111009600,13111,"96","ひえだじんじゃいせき","?田神社遺跡","大田区 蒲田三丁目",139.7225711,35.56457408,0,0,0,1,0,0,0,0,0
13111009700,13111,"97","ひえだじんじゃけいだいこふん","?田神社境内古墳","大田区 蒲田三丁目",139.7225496,35.56436462,0,0,0,1,0,0,0,0,0
13111009800,13111,"98","かまたはちまんじんじゃけいだいこふん","蒲田八幡神社境内古墳","大田区 蒲田四丁目",139.7224852,35.56057679,0,0,0,1,0,0,0,0,0
13111009900,13111,"99","みちづかかいづか","道塚貝塚","大田区 新蒲田三丁目",139.7061345,35.55748705,0,0,0,0,1,1,0,0,0
13111010000,13111,"100","あやめばしふきんいせき","あやめ橋付近遺跡","大田区 蒲田一丁目",139.7207472,35.5632824,0,0,0,1,0,0,0,0,0
13111010100,13111,"101","やくしづかこふん","薬師塚古墳","大田区 西糀谷三丁目",139.7381708,35.55472887,0,0,0,1,0,0,0,0,0
13111010200,13111,"102","てんそじんじゃかいづか","天祖神社貝塚","大田区 西糀谷四丁目",139.7305748,35.5558112,0,0,0,0,1,1,0,0,0
13111010300,13111,"103","しもぶくろかいづか","下袋貝塚","大田区 北糀谷一丁目",139.7354457,35.56139721,0,0,0,0,1,1,0,0,0
13111010400,13111,"104","まえかたかいづか","前方貝塚","大田区 大森中二丁目　 大森中三丁目",139.731695,35.56634979,0,0,0,0,1,1,0,0,0
13111010500,13111,"105","じゅうにてんひがし（せんろひがしがわ）かいづか","十二天東（線路東側）貝塚","大田区 大森西七丁目",139.7221432,35.56990786,0,0,0,0,1,0,0,0,0
13111010600,13111,"106","おおもりみなみこふん","大森南古墳","大田区 大森南一丁目",139.7383679,35.56248294,0,0,0,1,0,0,1,0,0
13111010700,13111,"107","はちまんづか","八幡塚","大田区 東六郷三丁目",139.7135058,35.54401727,0,0,0,0,0,0,1,0,0
13111010800,13111,"108","いけがみ・ひらつかいせき","池上・平塚遺跡","大田区 上池台一丁目",139.6992915,35.59965382,0,0,0,0,1,1,0,0,0
13111010900,13111,"109","かめづかよこあなぼぐん","亀塚横穴墓群","大田区 田園調布一丁目",139.6674304,35.58826255,0,0,0,1,1,0,0,0,0
13111011000,13111,"110","さくらばしふきんいせき","桜橋付近遺跡","大田区 田園調布本町",139.6744099,35.58633184,0,1,1,0,0,0,0,1,0
13111011100,13111,"111","ひがしまごめいっちょうめ2ばんよこあなぼ","東馬込一丁目2番横穴墓","大田区 東馬込一丁目",139.7139231,35.59992413,0,0,0,1,1,0,0,0,0
13111011200,13111,"112","つつみかたごんげんだいこふん","堤方権現台古墳","大田区 池上一丁目",139.7073986,35.57649601,0,0,0,1,0,0,0,0,0
13111011300,13111,"113","てらくぼいせき","寺窪遺跡","大田区 池上一丁目",139.7063686,35.57707194,0,0,0,0,0,0,1,0,0
13111011400,13111,"114","ほんじょういんうらいせき","本成院裏遺跡","大田区 池上一丁目",139.7044589,35.57644365,0,0,0,0,0,0,1,0,0
13111011500,13111,"115","ほんもんじれきだいぼしょふきんいせき","本門寺歴代墓所付近遺跡","大田区 池上二丁目",139.7040512,35.58080663,0,0,0,0,0,0,1,0,0
13111011600,13111,"116","つかごしかいづか","塚越貝塚","大田区 西馬込二丁目",139.7026565,35.58375587,0,1,0,0,0,0,0,0,0
13111011700,13111,"117","かじわらづか","梶原塚","大田区 中馬込三丁目",139.7098304,35.59407108,0,0,0,0,0,0,1,0,0
13111011800,13111,"118","にしまごめにちょうめ2ばんよこあなぼ","西馬込二丁目2番横穴墓","大田区 西馬込二丁目",139.7055335,35.58684706,0,0,0,1,1,0,0,0,0
13111011901,13111,"119-1","ほんもんじきゅうごじゅうのとうあと","本門寺旧五重塔跡","大田区 池上一丁目",139.7053013,35.57844868,0,0,0,0,0,0,0,1,0
13111011902,13111,"119-2","ほんもんじきゅうきょうぞうあと","本門寺旧経蔵跡","大田区 池上一丁目",139.7047434,35.57911185,0,0,0,0,0,0,0,1,0
13111012000,13111,"120","なかいけがみいっちょうめ10ばんよこあなぼ","仲池上一丁目10番横穴墓","大田区 仲池上一丁目",139.7008917,35.58685135,0,0,0,0,0,0,1,0,0
13111012100,13111,"121","でんえんちょうふよんちょうめ12ばんよこあなぼ","田園調布四丁目12番横穴墓","大田区 田園調布四丁目",139.6626147,35.59356136,0,0,0,0,0,0,1,0,0
13111012200,13111,"122","まるやまいせき","丸山遺跡","大田区 田園調布一丁目",139.6715993,35.58720731,0,0,1,0,0,0,0,0,0
13111012300,13111,"123","にしみねまち33ばんよこあなぼ","西嶺町33番横穴墓","大田区 西嶺町",139.6772339,35.58187841,0,0,0,1,1,0,0,0,0
13111012400,13111,"124","ほんもんじうらよこあなぼぐん","本門寺裏横穴墓群","大田区 池上一丁目　 中央五丁目",139.7067972,35.58163921,0,0,0,1,1,0,0,0,0
13111012500,13111,"125","あらいじゅくよこあなぼぐん","新井宿横穴墓群","大田区 山王四丁目",139.7218012,35.58782117,0,0,0,1,1,0,0,0,0
13111012700,13111,"127","いけがみしやかたあと","池上氏館跡","大田区 池上二丁目",139.703487,35.58029991,0,0,0,0,0,0,1,0,0
13111012800,13111,"128","まごめじょうあと","馬込城跡","大田区 南馬込五丁目",139.7095363,35.58952412,0,0,0,0,0,0,1,0,0
13111012900,13111,"129","おおもりほりのうちいせき","大森堀ノ内遺跡","大田区 大森中三丁目",139.7330972,35.56494478,0,0,0,0,0,0,1,0,0
13111013000,13111,"130","なめかたしやかたあと","行方氏館跡","大田区 蒲田二丁目　 蒲田三丁目",139.7239992,35.56503206,0,0,0,0,0,0,1,0,0
13111013100,13111,"131","はちまんづかなめかたしやかたあと","八幡塚行方氏館跡","大田区 東六郷三丁目",139.7129699,35.54410093,0,0,0,0,0,0,1,0,0
13111013200,13111,"132","さんのうよこあなぼぐん","山王横穴墓群","大田区 山王一丁目",139.7241028,35.59222927,0,0,0,1,1,0,0,0,0
13111013300,13111,"133","でんえんちょうふほんちょう19ばんよこあなぼ","田園調布本町19番横穴墓","大田区 田園調布本町",139.6749924,35.58523967,0,0,0,1,1,0,0,0,0
13111013400,13111,"134","おおもりほてるいせき","大森ホテル遺跡","大田区 山王三丁目　 山王四丁目",139.7230898,35.58637395,0,0,1,0,0,0,0,0,0
13111013500,13111,"135","きりさといせき","桐里遺跡","大田区 中央五丁目　 南馬込六丁目",139.7088204,35.58256971,0,1,1,0,0,0,0,0,0
13111013600,13111,"136","みねいっちょうめいせき","嶺一丁目遺跡","大田区 東嶺町 南久が原二丁目",139.6835514,35.57929885,0,0,1,0,0,0,0,0,0
13111013700,13111,"137","かみぬまべかいづか","上沼部貝塚","大田区 田園調布四丁目　 田園調布五丁目",139.6602175,35.59661086,0,1,0,0,0,0,0,0,0
13111013800,13111,"138","しょうぐんづか","将軍塚","大田区 田園調布四丁目",139.6618158,35.5956925,0,0,1,0,0,0,0,0,0
13111013900,13111,"139","さいとうしやしきあと","斎藤氏屋敷跡","大田区 蒲田四丁目",139.7224016,35.56050941,0,0,0,0,0,0,1,0,0
13111014000,13111,"140","まんぷくじいせき","万福寺遺跡","大田区 南馬込一丁目",139.7134845,35.59031662,0,0,0,0,0,0,1,0,0
13111014100,13111,"141","まごめきたくぼいせき","馬込北久保遺跡","大田区 南馬込一丁目",139.7129745,35.59068839,0,0,0,0,0,1,0,0,0
13111014200,13111,"142","さんのうよんちょうめ33ばんよこあなぼ","山王四丁目33番横穴墓","大田区 山王四丁目",139.7214961,35.58554219,0,0,0,1,0,0,0,0,0
13111014300,13111,"143","くがはらしょうがっこうないいせき","久原小学校内遺跡","大田区 久が原四丁目",139.6936816,35.58045523,0,0,1,0,0,0,0,0,0
13111014400,13111,"144","たまがわだいこうえんないよこあなぼ","多摩川台公園内横穴墓","大田区 田園調布一丁目",139.6659315,35.58950333,0,0,0,1,1,0,0,0,0
13111014500,13111,"145","おうぎづかこふん","扇塚古墳","大田区 田園調布一丁目",139.6709204,35.58696438,0,0,0,1,0,0,0,0,0
13111014600,13111,"146","きたせんぞくさんちょうめ10ばんよこあなぼ","北千束三丁目10番横穴墓","大田区 北千束三丁目",139.6886765,35.60609209,0,0,0,1,1,0,0,0,0
13111014700,13111,"147","まごめなかいいせき","馬込仲井遺跡","大田区 南馬込四丁目",139.7153385,35.58594297,0,0,0,0,0,1,0,0,0
13111014800,13111,"148","みわいつくしまじんじゃづか","三輪厳島神社塚","大田区 大森東四丁目",139.7364313,35.56703332,0,0,0,0,0,0,1,0,0
13111014900,13111,"149","こいけよこあなぼ","小池横穴墓","大田区 上池台一丁目",139.6969071,35.60115284,0,0,0,1,1,0,0,0,0
13111015000,13111,"150","どりこのさかよこあなぼぐん","どりこの坂横穴墓群","大田区 田園調布二丁目",139.6691194,35.59193157,0,0,0,1,1,0,0,0,0
13111015100,13111,"151","ひがしこうじややくしづかこふん","東糀谷薬師塚古墳","大田区 東糀谷一丁目",139.7407095,35.55951162,0,0,0,1,0,0,0,0,0
13111015200,13111,"152","みなみまごめよんちょうめ27ばんよこあなぼ","南馬込四丁目27番横穴墓","大田区 南馬込四丁目",139.7137962,35.58605791,0,0,0,1,1,0,0,0,0
13111015300,13111,"153","ちょうおんじいせき","長遠寺遺跡","大田区 南馬込五丁目",139.7094886,35.59103109,0,0,0,0,0,0,1,0,0
13111015400,13111,"154","ほうようじうらよこあなぼ","法養寺裏横穴墓","大田区 池上一丁目",139.707876,35.57802057,0,0,0,1,1,0,0,0,0
13111015500,13111,"155","せんげんじんじゃきたこふん","浅間神社北古墳","大田区 田園調布一丁目",139.6682356,35.58793012,0,0,0,1,0,0,0,0,0
13111015600,13111,"156","にしみねこふん","西嶺古墳","大田区 西嶺町",139.6779988,35.58063574,0,0,0,1,0,0,0,0,0
13111015700,13111,"157","うのきいっちょうめ15ばんこふん","鵜の木一丁目15番古墳","大田区 鵜の木一丁目",139.6826498,35.57641237,0,0,0,1,0,0,0,0,0
13111015800,13111,"158","みしまづかこふん","三島塚古墳","大田区 鵜の木一丁目",139.6830467,35.57518197,0,0,0,1,0,0,0,0,0
13111015900,13111,"159","はちまんじんじゃけいだいこふん","八幡神社境内古墳","大田区 田園調布五丁目",139.6572278,35.59580502,0,0,0,1,0,0,0,0,0
13111016000,13111,"160","にしこうじやおおつか","西糀谷大塚","大田区 西糀谷三丁目",139.7346606,35.55528909,0,0,0,1,0,0,0,0,0
13111016100,13111,"161","ちょうしょうじうらよこあなぼぐん","長勝寺裏横穴墓群","大田区 中央六丁目",139.7113694,35.5784336,0,0,0,1,1,0,0,0,0
13111016200,13111,"162","さんぼんまつづか","三本松塚","大田区 北馬込二丁目",139.7107203,35.59649433,0,0,0,0,0,0,1,0,0
13111016300,13111,"163","にったよしおきづか","新田義興塚","大田区 矢口一丁目",139.6906627,35.56506429,0,0,0,0,0,0,1,0,0
13111016400,13111,"164","かなやまじんじゃづか","金山神社塚","大田区 大森西二丁目",139.7301142,35.57581576,0,0,0,0,0,0,1,0,0
13111016500,13111,"165","おおざくらおおつか","大桜大塚","大田区 南久が原二丁目",139.6860204,35.57527545,0,0,0,0,0,0,1,0,0
13111016700,13111,"167","ひらはりよこあなぼぐん","平張横穴墓群","大田区 南馬込三丁目",139.718069,35.58562107,0,0,0,1,1,0,0,0,0
13111016800,13111,"168","うのきいっちょうめよこあなぼぐん","鵜の木一丁目横穴墓群","大田区 鵜の木一丁目",139.6814408,35.57724445,0,0,0,1,1,0,0,0,0
13111016900,13111,"169","くぼいせき","久保遺跡","大田区 南馬込一丁目",139.7112401,35.59008824,0,1,0,0,0,0,0,0,0
